aspectRatio,autoPlay,background,derivatives,detailUrl,download,mediaObjectId,mediaType,metadata,mimetype,shortName,source_url,title,source_height,scaleFactor_levels,source_size,source_width,resource_url,resource_num,segment_num,id,info,iiif_url,other_name
4:3,False,,[{'derivativeUrl': None}],https://www.loc.gov/item/afc1939007.afc1939007_afs02363a/,https://tile.loc.gov/storage-services/media/afc/lomax/afc1939007_afs02363a.mp3,0589F10264CA0012E0538C93F0280012,A,"['Ja oli kaksi kuningas lasta', 'Amasa, MI, September 22, 1938']",application/x-audio,Ja oli kaksi kuningas lasta,http://lx16.loc.gov/data-management-tool/export_group_xml/afc1939007/afc1939007_afs02363a.xml,,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02363a/,0,0,http://www.loc.gov/item/afc1939007_afs02363a/,,,
,,,,,,,,,audio/mp3,,https://tile.loc.gov/storage-services/media/afc/lomax/afc1939007_afs02363a.mp3,,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02363a/,0,0,http://www.loc.gov/item/afc1939007_afs02363a/,,,
,,,,,,,,,application/json,,,Ja oli kaksi kuningas lasta,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02363a/,0,0,http://www.loc.gov/item/afc1939007_afs02363a/,,,
,,,,,,,,,audio/wav,,https://tile.loc.gov/storage-services/master/afc/afc1939007/afc1939007_afs02363a.wav,,,1.0,19660932.0,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02363a/,0,0,http://www.loc.gov/item/afc1939007_afs02363a/,,,
4:3,False,,[{'derivativeUrl': None}],https://www.loc.gov/item/afc1939007.afc1939007_afs02362b/,https://tile.loc.gov/storage-services/media/afc/lomax/afc1939007_afs02362b.mp3,0589F0FD29E6015CE0538C93F028015C,A,"['Ja ensimmaisen kerran kun selkaani sain', 'Amasa, MI, September 22, 1938']",application/x-audio,Ja ensimmaisen kerran kun selkaani sain,http://lx16.loc.gov/data-management-tool/export_group_xml/afc1939007/afc1939007_afs02362b.xml,,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02362b/,0,0,http://www.loc.gov/item/afc1939007_afs02362b/,,,
,,,,,,,,,audio/mp3,,https://tile.loc.gov/storage-services/media/afc/lomax/afc1939007_afs02362b.mp3,,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02362b/,0,0,http://www.loc.gov/item/afc1939007_afs02362b/,,,
,,,,,,,,,application/json,,,Ja ensimmaisen kerran kun selkaani sain,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02362b/,0,0,http://www.loc.gov/item/afc1939007_afs02362b/,,,
,,,,,,,,,audio/wav,,https://tile.loc.gov/storage-services/master/afc/afc1939007/afc1939007_afs02362b.wav,,,1.0,14581892.0,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02362b/,0,0,http://www.loc.gov/item/afc1939007_afs02362b/,,,
4:3,False,,[{'derivativeUrl': None}],https://www.loc.gov/item/afc1939007.afc1939007_afs02362a/,https://tile.loc.gov/storage-services/media/afc/lomax/afc1939007_afs02362a.mp3,0589F0F82CB1064CE0538C93F028064C,A,"['Minulla on murheita sydammessa summa', 'Amasa, MI, September 22, 1938']",application/x-audio,Minulla on murheita sydammessa summa,http://lx16.loc.gov/data-management-tool/export_group_xml/afc1939007/afc1939007_afs02362a.xml,,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02362a/,0,0,http://www.loc.gov/item/afc1939007_afs02362a/,,,
,,,,,,,,,audio/mp3,,https://tile.loc.gov/storage-services/media/afc/lomax/afc1939007_afs02362a.mp3,,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02362a/,0,0,http://www.loc.gov/item/afc1939007_afs02362a/,,,
,,,,,,,,,application/json,,,Minulla on murheita sydammessa summa,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02362a/,0,0,http://www.loc.gov/item/afc1939007_afs02362a/,,,
,,,,,,,,,audio/wav,,https://tile.loc.gov/storage-services/master/afc/afc1939007/afc1939007_afs02362a.wav,,,1.0,20742276.0,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02362a/,0,0,http://www.loc.gov/item/afc1939007_afs02362a/,,,
4:3,False,,[{'derivativeUrl': None}],https://www.loc.gov/item/afc1939007.afc1939007_afs02361b/,https://tile.loc.gov/storage-services/media/afc/lomax/afc1939007_afs02361b.mp3,0589F0F342770156E0538C93F0280156,A,"['Circus gallop, Polish polka', 'Amasa, Michigan, September 22, 1938']",application/x-audio,"Circus gallop, Polish polka",http://lx16.loc.gov/data-management-tool/export_group_xml/afc1939007/afc1939007_afs02361b.xml,,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02361b/,0,0,http://www.loc.gov/item/afc1939007_afs02361b/,,,
,,,,,,,,,audio/mp3,,https://tile.loc.gov/storage-services/media/afc/lomax/afc1939007_afs02361b.mp3,,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02361b/,0,0,http://www.loc.gov/item/afc1939007_afs02361b/,,,
,,,,,,,,,application/json,,,"Circus gallop, Polish polka",,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02361b/,0,0,http://www.loc.gov/item/afc1939007_afs02361b/,,,
,,,,,,,,,audio/wav,,https://tile.loc.gov/storage-services/master/afc/afc1939007/afc1939007_afs02361b.wav,,,1.0,12189828.0,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02361b/,0,0,http://www.loc.gov/item/afc1939007_afs02361b/,,,
4:3,False,,[{'derivativeUrl': None}],https://www.loc.gov/item/afc1939007.afc1939007_afs02361a/,https://tile.loc.gov/storage-services/media/afc/lomax/afc1939007_afs02361a.mp3,0589F0EE45000678E0538C93F0280678,A,"['Karjolan Pojat (The Boys from Karelia)', 'Amasa, Michigan, September 22, 1938']",application/x-audio,Karjolan Pojat (The Boys from Karelia),http://lx16.loc.gov/data-management-tool/export_group_xml/afc1939007/afc1939007_afs02361a.xml,,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02361a/,0,0,http://www.loc.gov/item/afc1939007_afs02361a/,,,
,,,,,,,,,audio/mp3,,https://tile.loc.gov/storage-services/media/afc/lomax/afc1939007_afs02361a.mp3,,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02361a/,0,0,http://www.loc.gov/item/afc1939007_afs02361a/,,,
,,,,,,,,,application/json,,,Karjolan Pojat (The Boys from Karelia),,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02361a/,0,0,http://www.loc.gov/item/afc1939007_afs02361a/,,,
,,,,,,,,,audio/wav,,https://tile.loc.gov/storage-services/master/afc/afc1939007/afc1939007_afs02361a.wav,,,1.0,14549124.0,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02361a/,0,0,http://www.loc.gov/item/afc1939007_afs02361a/,,,
4:3,False,,[{'derivativeUrl': None}],https://www.loc.gov/item/afc1939007.afc1939007_afs02360b/,https://tile.loc.gov/storage-services/media/afc/lomax/afc1939007_afs02360b.mp3,0589F0E914E4064AE0538C93F028064A,A,"['Finnish Schottische', 'Amasa, Michigan, September 22, 1938']",application/x-audio,Finnish Schottische,http://lx16.loc.gov/data-management-tool/export_group_xml/afc1939007/afc1939007_afs02360b.xml,,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02360b/,0,0,http://www.loc.gov/item/afc1939007_afs02360b/,,,
,,,,,,,,,audio/mp3,,https://tile.loc.gov/storage-services/media/afc/lomax/afc1939007_afs02360b.mp3,,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02360b/,0,0,http://www.loc.gov/item/afc1939007_afs02360b/,,,
,,,,,,,,,application/json,,,Finnish Schottische,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02360b/,0,0,http://www.loc.gov/item/afc1939007_afs02360b/,,,
,,,,,,,,,audio/wav,,https://tile.loc.gov/storage-services/master/afc/afc1939007/afc1939007_afs02360b.wav,,,1.0,23593092.0,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02360b/,0,0,http://www.loc.gov/item/afc1939007_afs02360b/,,,
4:3,False,,[{'derivativeUrl': None}],https://www.loc.gov/item/afc1939007.afc1939007_afs02360a/,https://tile.loc.gov/storage-services/media/afc/lomax/afc1939007_afs02360a.mp3,0589F0E22EAD04D4E0538C93F02804D4,A,"['Jack Morrisey', 'Munising, MI, September 18, 1938']",application/x-audio,Jack Morrisey,http://lx16.loc.gov/data-management-tool/export_group_xml/afc1939007/afc1939007_afs02360a.xml,,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02360a/,0,0,http://www.loc.gov/item/afc1939007_afs02360a/,,,
,,,,,,,,,audio/mp3,,https://tile.loc.gov/storage-services/media/afc/lomax/afc1939007_afs02360a.mp3,,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02360a/,0,0,http://www.loc.gov/item/afc1939007_afs02360a/,,,
,,,,,,,,,application/json,,,Jack Morrisey,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02360a/,0,0,http://www.loc.gov/item/afc1939007_afs02360a/,,,
,,,,,,,,,audio/wav,,https://tile.loc.gov/storage-services/master/afc/afc1939007/afc1939007_afs02360a.wav,,,1.0,16072836.0,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02360a/,0,0,http://www.loc.gov/item/afc1939007_afs02360a/,,,
4:3,False,,[{'derivativeUrl': None}],https://www.loc.gov/item/afc1939007.afc1939007_afs02359b/,https://tile.loc.gov/storage-services/media/afc/lomax/afc1939007_afs02359b.mp3,0589F0DCFC0D015AE0538C93F028015A,A,"['Stowaway', 'Munising, MI, September 18, 1938']",application/x-audio,Stowaway,http://lx16.loc.gov/data-management-tool/export_group_xml/afc1939007/afc1939007_afs02359b.xml,,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02359b/,0,0,http://www.loc.gov/item/afc1939007_afs02359b/,,,
,,,,,,,,,audio/mp3,,https://tile.loc.gov/storage-services/media/afc/lomax/afc1939007_afs02359b.mp3,,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02359b/,0,0,http://www.loc.gov/item/afc1939007_afs02359b/,,,
,,,,,,,,,application/json,,,Stowaway,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02359b/,0,0,http://www.loc.gov/item/afc1939007_afs02359b/,,,
,,,,,,,,,audio/wav,,https://tile.loc.gov/storage-services/master/afc/afc1939007/afc1939007_afs02359b.wav,,,1.0,22511748.0,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02359b/,0,0,http://www.loc.gov/item/afc1939007_afs02359b/,,,
4:3,False,,[{'derivativeUrl': None}],https://www.loc.gov/item/afc1939007.afc1939007_afs02359a/,https://tile.loc.gov/storage-services/media/afc/lomax/afc1939007_afs02359a.mp3,0589F0D7FB760648E0538C93F0280648,A,"['Wild colonial boy', 'Munising, MI, September 18, 1938']",application/x-audio,Wild colonial boy,http://lx16.loc.gov/data-management-tool/export_group_xml/afc1939007/afc1939007_afs02359a.xml,,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02359a/,0,0,http://www.loc.gov/item/afc1939007_afs02359a/,,,
,,,,,,,,,audio/mp3,,https://tile.loc.gov/storage-services/media/afc/lomax/afc1939007_afs02359a.mp3,,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02359a/,0,0,http://www.loc.gov/item/afc1939007_afs02359a/,,,
,,,,,,,,,application/json,,,Wild colonial boy,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02359a/,0,0,http://www.loc.gov/item/afc1939007_afs02359a/,,,
,,,,,,,,,audio/wav,,https://tile.loc.gov/storage-services/master/afc/afc1939007/afc1939007_afs02359a.wav,,,1.0,22134916.0,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02359a/,0,0,http://www.loc.gov/item/afc1939007_afs02359a/,,,
4:3,False,,[{'derivativeUrl': None}],https://www.loc.gov/item/afc1939007.afc1939007_afs02358b/,https://tile.loc.gov/storage-services/media/afc/lomax/afc1939007_afs02358b.mp3,0589F0D2E8BB056EE0538C93F028056E,A,"['Ram of Derby', 'Munising, MI, September 18, 1938']",application/x-audio,Ram of Derby,http://lx16.loc.gov/data-management-tool/export_group_xml/afc1939007/afc1939007_afs02358b.xml,,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02358b/,0,0,http://www.loc.gov/item/afc1939007_afs02358b/,,,
,,,,,,,,,audio/mp3,,https://tile.loc.gov/storage-services/media/afc/lomax/afc1939007_afs02358b.mp3,,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02358b/,0,0,http://www.loc.gov/item/afc1939007_afs02358b/,,,
,,,,,,,,,application/json,,,Ram of Derby,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02358b/,0,0,http://www.loc.gov/item/afc1939007_afs02358b/,,,
,,,,,,,,,audio/wav,,https://tile.loc.gov/storage-services/master/afc/afc1939007/afc1939007_afs02358b.wav,,,1.0,18268292.0,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02358b/,0,0,http://www.loc.gov/item/afc1939007_afs02358b/,,,
4:3,False,,[{'derivativeUrl': None}],https://www.loc.gov/item/afc1939007.afc1939007_afs02358a/,https://tile.loc.gov/storage-services/media/afc/lomax/afc1939007_afs02358a.mp3,0589F0CDE24E04D2E0538C93F02804D2,A,"['Jack Haggerty', 'Munising, MI, September 18, 1938']",application/x-audio,Jack Haggerty,http://lx16.loc.gov/data-management-tool/export_group_xml/afc1939007/afc1939007_afs02358a.xml,,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02358a/,0,0,http://www.loc.gov/item/afc1939007_afs02358a/,,,
,,,,,,,,,audio/mp3,,https://tile.loc.gov/storage-services/media/afc/lomax/afc1939007_afs02358a.mp3,,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02358a/,0,0,http://www.loc.gov/item/afc1939007_afs02358a/,,,
,,,,,,,,,application/json,,,Jack Haggerty,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02358a/,0,0,http://www.loc.gov/item/afc1939007_afs02358a/,,,
,,,,,,,,,audio/wav,,https://tile.loc.gov/storage-services/master/afc/afc1939007/afc1939007_afs02358a.wav,,,1.0,24510596.0,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02358a/,0,0,http://www.loc.gov/item/afc1939007_afs02358a/,,,
4:3,False,,[{'derivativeUrl': None}],https://www.loc.gov/item/afc1939007.afc1939007_afs02357b/,https://tile.loc.gov/storage-services/media/afc/lomax/afc1939007_afs02357b.mp3,0589F0C8D30E01C0E0538C93F02801C0,A,"['Black Sheep', 'Munising, MI, September 18, 1938']",application/x-audio,Black Sheep,http://lx16.loc.gov/data-management-tool/export_group_xml/afc1939007/afc1939007_afs02357b.xml,,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02357b/,0,0,http://www.loc.gov/item/afc1939007_afs02357b/,,,
,,,,,,,,,audio/mp3,,https://tile.loc.gov/storage-services/media/afc/lomax/afc1939007_afs02357b.mp3,,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02357b/,0,0,http://www.loc.gov/item/afc1939007_afs02357b/,,,
,,,,,,,,,application/json,,,Black Sheep,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02357b/,0,0,http://www.loc.gov/item/afc1939007_afs02357b/,,,
,,,,,,,,,audio/wav,,https://tile.loc.gov/storage-services/master/afc/afc1939007/afc1939007_afs02357b.wav,,,1.0,18940036.0,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02357b/,0,0,http://www.loc.gov/item/afc1939007_afs02357b/,,,
4:3,False,,[{'derivativeUrl': None}],https://www.loc.gov/item/afc1939007.afc1939007_afs02357a/,https://tile.loc.gov/storage-services/media/afc/lomax/afc1939007_afs02357a.mp3,0589F0C3947004A6E0538C93F02804A6,A,"['Little Brown Bulls; Black Sheep', 'Munising, MI, September 18, 1938']",application/x-audio,Little Brown Bulls; Black Sheep,http://lx16.loc.gov/data-management-tool/export_group_xml/afc1939007/afc1939007_afs02357a.xml,,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02357a/,0,0,http://www.loc.gov/item/afc1939007_afs02357a/,,,
,,,,,,,,,audio/mp3,,https://tile.loc.gov/storage-services/media/afc/lomax/afc1939007_afs02357a.mp3,,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02357a/,0,0,http://www.loc.gov/item/afc1939007_afs02357a/,,,
,,,,,,,,,application/json,,,Little Brown Bulls; Black Sheep,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02357a/,0,0,http://www.loc.gov/item/afc1939007_afs02357a/,,,
,,,,,,,,,audio/wav,,https://tile.loc.gov/storage-services/master/afc/afc1939007/afc1939007_afs02357a.wav,,,1.0,22626436.0,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02357a/,0,0,http://www.loc.gov/item/afc1939007_afs02357a/,,,
4:3,False,,[{'derivativeUrl': None}],https://www.loc.gov/item/afc1939007.afc1939007_afs02356b/,https://tile.loc.gov/storage-services/media/afc/lomax/afc1939007_afs02356b.mp3,0589F0BE7EAE01DAE0538C93F02801DA,A,"['Little Brown Bulls', 'Munising, MI, September 18, 1938']",application/x-audio,Little Brown Bulls,http://lx16.loc.gov/data-management-tool/export_group_xml/afc1939007/afc1939007_afs02356b.xml,,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02356b/,0,0,http://www.loc.gov/item/afc1939007_afs02356b/,,,
,,,,,,,,,audio/mp3,,https://tile.loc.gov/storage-services/media/afc/lomax/afc1939007_afs02356b.mp3,,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02356b/,0,0,http://www.loc.gov/item/afc1939007_afs02356b/,,,
,,,,,,,,,application/json,,,Little Brown Bulls,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02356b/,0,0,http://www.loc.gov/item/afc1939007_afs02356b/,,,
,,,,,,,,,audio/wav,,https://tile.loc.gov/storage-services/master/afc/afc1939007/afc1939007_afs02356b.wav,,,1.0,25542788.0,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02356b/,0,0,http://www.loc.gov/item/afc1939007_afs02356b/,,,
4:3,False,,[{'derivativeUrl': None}],https://www.loc.gov/item/afc1939007.afc1939007_afs02355b/,https://tile.loc.gov/storage-services/media/afc/lomax/afc1939007_afs02355b.mp3,0589F0B37E92056CE0538C93F028056C,A,"['One night I came home to my Kitty', 'Munising, MI, September 18, 1938']",application/x-audio,One night I came home to my Kitty,http://lx16.loc.gov/data-management-tool/export_group_xml/afc1939007/afc1939007_afs02355b.xml,,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02355b/,0,0,http://www.loc.gov/item/afc1939007_afs02355b/,,,
,,,,,,,,,audio/mp3,,https://tile.loc.gov/storage-services/media/afc/lomax/afc1939007_afs02355b.mp3,,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02355b/,0,0,http://www.loc.gov/item/afc1939007_afs02355b/,,,
,,,,,,,,,application/json,,,One night I came home to my Kitty,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02355b/,0,0,http://www.loc.gov/item/afc1939007_afs02355b/,,,
,,,,,,,,,audio/wav,,https://tile.loc.gov/storage-services/master/afc/afc1939007/afc1939007_afs02355b.wav,,,1.0,19136644.0,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02355b/,0,0,http://www.loc.gov/item/afc1939007_afs02355b/,,,
4:3,False,,[{'derivativeUrl': None}],https://www.loc.gov/item/afc1939007.afc1939007_afs02355a/,https://tile.loc.gov/storage-services/media/afc/lomax/afc1939007_afs02355a.mp3,0589F0AE6E7B0672E0538C93F0280672,A,"['Raving shanty boy', 'Munising, MI, September 18, 1938']",application/x-audio,Raving shanty boy,http://lx16.loc.gov/data-management-tool/export_group_xml/afc1939007/afc1939007_afs02355a.xml,,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02355a/,0,0,http://www.loc.gov/item/afc1939007_afs02355a/,,,
,,,,,,,,,audio/mp3,,https://tile.loc.gov/storage-services/media/afc/lomax/afc1939007_afs02355a.mp3,,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02355a/,0,0,http://www.loc.gov/item/afc1939007_afs02355a/,,,
,,,,,,,,,application/json,,,Raving shanty boy,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02355a/,0,0,http://www.loc.gov/item/afc1939007_afs02355a/,,,
,,,,,,,,,audio/wav,,https://tile.loc.gov/storage-services/master/afc/afc1939007/afc1939007_afs02355a.wav,,,1.0,22970500.0,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02355a/,0,0,http://www.loc.gov/item/afc1939007_afs02355a/,,,
4:3,False,,[{'derivativeUrl': None}],https://www.loc.gov/item/afc1939007.afc1939007_afs02354b/,https://tile.loc.gov/storage-services/media/afc/lomax/afc1939007_afs02354b.mp3,0589F0A971180642E0538C93F0280642,A,"['Barbara Allen', 'Newberry, MI, September 16, 1938']",application/x-audio,Barbara Allen,http://lx16.loc.gov/data-management-tool/export_group_xml/afc1939007/afc1939007_afs02354b.xml,,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02354b/,0,0,http://www.loc.gov/item/afc1939007_afs02354b/,,,
,,,,,,,,,audio/mp3,,https://tile.loc.gov/storage-services/media/afc/lomax/afc1939007_afs02354b.mp3,,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02354b/,0,0,http://www.loc.gov/item/afc1939007_afs02354b/,,,
,,,,,,,,,application/json,,,Barbara Allen,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02354b/,0,0,http://www.loc.gov/item/afc1939007_afs02354b/,,,
,,,,,,,,,audio/wav,,https://tile.loc.gov/storage-services/master/afc/afc1939007/afc1939007_afs02354b.wav,,,1.0,16826500.0,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02354b/,0,0,http://www.loc.gov/item/afc1939007_afs02354b/,,,
4:3,False,,[{'derivativeUrl': None}],https://www.loc.gov/item/afc1939007.afc1939007_afs02354a/,https://tile.loc.gov/storage-services/media/afc/lomax/afc1939007_afs02354a.mp3,0589F0A48C1A0552E0538C93F0280552,A,"[""Chieftain's daughter"", 'Newberry, MI, September 16, 1938']",application/x-audio,Chieftain's daughter,http://lx16.loc.gov/data-management-tool/export_group_xml/afc1939007/afc1939007_afs02354a.xml,,,,,,https://www.loc.gov/resource/afc1939007.afc1939007_afs02354a/,0,0,http://www.loc.gov/item/afc1939007_afs02354a/,,,
